source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	characteristics[biological replicate]	Technology Type	Material Type	assay name	comment[label]	comment[file uri]	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[cell line]
Sample 29	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	3	proteomic profiling by mass spectrometry	cell	run 174	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HeLa_06.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HeLa_06.raw	HELA
Sample 30	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	3	proteomic profiling by mass spectrometry	cell	run 175	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HepG2_1.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HepG2_1.raw	HepG2
Sample 30	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	3	proteomic profiling by mass spectrometry	cell	run 176	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HepG2_2.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HepG2_2.raw	HepG2
Sample 30	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	3	proteomic profiling by mass spectrometry	cell	run 177	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HepG2_3.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HepG2_3.raw	HepG2
Sample 30	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	3	proteomic profiling by mass spectrometry	cell	run 178	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HepG2_4.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HepG2_4.raw	HepG2
Sample 30	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	3	proteomic profiling by mass spectrometry	cell	run 179	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HepG2_5.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HepG2_5.raw	HepG2
Sample 30	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	3	proteomic profiling by mass spectrometry	cell	run 180	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101224_Velos1_TaGe_SA_HepG2_6.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101224_Velos1_TaGe_SA_HepG2_6.raw	HepG2
Sample 31	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	3	proteomic profiling by mass spectrometry	cell	run 181	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_GAMG2_101229143203.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_GAMG2_101229143203.raw	GAMG
Sample 31	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	3	proteomic profiling by mass spectrometry	cell	run 182	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_GAMG3.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_GAMG3.raw	GAMG
Sample 31	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	3	proteomic profiling by mass spectrometry	cell	run 183	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_GAMG4.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_GAMG4.raw	GAMG
Sample 31	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	3	proteomic profiling by mass spectrometry	cell	run 184	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_GAMG5.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_GAMG5.raw	GAMG
Sample 31	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	3	proteomic profiling by mass spectrometry	cell	run 185	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_GAMG6.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_GAMG6.raw	GAMG
Sample 31	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	3	proteomic profiling by mass spectrometry	cell	run 186	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_GAMG_101230100451.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_GAMG_101230100451.raw	GAMG
Sample 32	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	3	proteomic profiling by mass spectrometry	cell	run 187	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_HEK293_01.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_HEK293_01.raw	HEK293
Sample 32	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	3	proteomic profiling by mass spectrometry	cell	run 188	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_HEK293_02.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_HEK293_02.raw	HEK293
Sample 32	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	3	proteomic profiling by mass spectrometry	cell	run 189	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_HEK293_03.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_HEK293_03.raw	HEK293
Sample 32	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	3	proteomic profiling by mass spectrometry	cell	run 190	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_HEK293_04.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_HEK293_04.raw	HEK293
Sample 32	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	3	proteomic profiling by mass spectrometry	cell	run 191	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_HEK293_05.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_HEK293_05.raw	HEK293
Sample 32	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	3	proteomic profiling by mass spectrometry	cell	run 192	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101227_Velos1_TaGe_SA_HEK293_06.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101227_Velos1_TaGe_SA_HEK293_06.raw	HEK293
Sample 33	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	not available	14Y	not available	Male	Jurkat	lymphoblast	no depletion	3	proteomic profiling by mass spectrometry	cell	run 193	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101230_Velos1_TaGe_SA_Jurkat1.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101230_Velos1_TaGe_SA_Jurkat1.raw	Jurkat
Sample 33	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	not available	14Y	not available	Male	Jurkat	lymphoblast	no depletion	3	proteomic profiling by mass spectrometry	cell	run 194	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101230_Velos1_TaGe_SA_Jurkat2.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101230_Velos1_TaGe_SA_Jurkat2.raw	Jurkat
Sample 33	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	not available	14Y	not available	Male	Jurkat	lymphoblast	no depletion	3	proteomic profiling by mass spectrometry	cell	run 195	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101230_Velos1_TaGe_SA_Jurkat3.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101230_Velos1_TaGe_SA_Jurkat3.raw	Jurkat
Sample 33	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	not available	14Y	not available	Male	Jurkat	lymphoblast	no depletion	3	proteomic profiling by mass spectrometry	cell	run 196	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101230_Velos1_TaGe_SA_Jurkat4.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101230_Velos1_TaGe_SA_Jurkat4.raw	Jurkat
Sample 33	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	not available	14Y	not available	Male	Jurkat	lymphoblast	no depletion	3	proteomic profiling by mass spectrometry	cell	run 197	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101230_Velos1_TaGe_SA_Jurkat5.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101230_Velos1_TaGe_SA_Jurkat5.raw	Jurkat
Sample 33	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	not available	14Y	not available	Male	Jurkat	lymphoblast	no depletion	3	proteomic profiling by mass spectrometry	cell	run 198	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101230_Velos1_TaGe_SA_Jurkat6.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20101230_Velos1_TaGe_SA_Jurkat6.raw	Jurkat
